Index,Customer Id,First Name,Last Name,Name,Company,City,Country,Phone 1,Ext.1,Phone 2,Ext.2,Missing Phone,Email,Subscription Date,Website,Before 2022
30,EDA69ca7a6e96a2,Kent,Bradshaw,Kent Bradshaw,Sawyer PLC,North Harold,Tanzania,-5651,884,126-922-6153,,FALSE,qjimenez@boyd.com,4/26/20,http://maynard-ho.com/,1
31,64DCcDFaB9DFd4e,Jack,Tate,Jack Tate,"Acosta, Petersen and Morrow",West Samuel,Zimbabwe,965-108-4406,20714,046-906-1442,6784,FALSE,gfigueroa@boone-zavala.com,9/15/21,http://www.hawkins-ramsey.com/,1
32,679c6c83DD872d6,Tom,Trujillo,Tom Trujillo,Mcgee Group,Cunninghamborough,Denmark,416-338-3758,,775-890-7209,,FALSE,tapiagreg@beard.info,1/13/22,http://www.daniels-klein.com/,0
33,7Ce381e4Afa4ba9,Gabriel,Mejia,Gabriel Mejia,Adkins-Salinas,Port Annatown,Liechtenstein,407-724-5425,,646-044-0696,66800,FALSE,coleolson@jennings.net,4/24/21,https://patel-hanson.info/,1
34,A09AEc6E3bF70eE,Kaitlyn,Santana,Kaitlyn Santana,Herrera Group,New Kaitlyn,United States of America,630-364-3286,,447-710-6202,7313,FALSE,georgeross@miles.org,9/21/21,http://pham.com/,1
35,aA9BAFfBc3710fe,Faith,Moon,Faith Moon,"Waters, Chase and Aguilar",West Marthaburgh,Bahamas,-1161,6317,-2419,,FALSE,willistonya@randolph-baker.com,11/3/21,https://spencer-charles.info/,1
36,E11dfb2DB8C9f72,Tammie,Haley,Tammie Haley,"Palmer, Barnes and Houston",East Teresa,Belize,276-734-4113,6087,430-300-8770,,FALSE,harrisisaiah@jenkins.com,1/4/22,http://evans-simon.com/,0
37,889eCf90f68c5Da,Nicholas,Sosa,Nicholas Sosa,Jordan Ltd,South Hunter,Uruguay,661-425-6042,,975-998-1519,,FALSE,fwolfe@dorsey.com,8/10/21,https://www.fleming-richards.com/,1
38,7a1Ee69F4fF4B4D,Jordan,Gay,Jordan Gay,Glover and Sons,South Walter,Solomon Islands,720-841-7020,,803-533-6772,,FALSE,tiffanydavies@harris-mcfarland.org,2/24/21,http://www.lee.org/,1
39,dca4f1D0A0fc5c9,Bruce,Esparza,Bruce Esparza,Huerta-Mclean,Poolefurt,Montenegro,559-529-4424,,625-000-7132,367,FALSE,preese@frye-vega.com,10/22/21,http://www.farley.org/,1
40,17aD8e2dB3df03D,Sherry,Garza,Sherry Garza,Anderson Ltd,West John,Poland,067-713-6440,158,978-289-8785,5766,FALSE,ann48@miller.com,11/1/21,http://spence.com/,1
41,2f79Cd309624Abb,Natalie,Gentry,Natalie Gentry,Monroe PLC,West Darius,Dominican Republic,830-996-8238,,499-122-5415,,FALSE,tcummings@fitzpatrick-ashley.com,10/10/20,http://www.dorsey.biz/,1
42,6e5ad5a5e2bB5Ca,Bryan,Dunn,Bryan Dunn,Kaufman and Sons,North Jimstad,Burkina Faso,710-802-5565,,078-699-8982,13881,FALSE,woodwardandres@phelps.com,9/8/21,http://www.butler.com/,1
43,7E441b6B228DBcA,Wayne,Simpson,Wayne Simpson,Perkins-Trevino,East Rebekahborough,Bolivia,344-156-8632,1869,463-445-3702,38463,FALSE,barbarapittman@holder.com,12/13/20,https://gillespie-holder.com/,1
44,D3fC11A9C235Dc6,Luis,Greer,Luis Greer,Cross PLC,North Drew,Bulgaria,336-025-6849,701,684-698-2911,6092,FALSE,bstuart@williamson-mcclure.com,5/15/22,https://fletcher-nielsen.com/,0
45,30Dfa48fe5Ede78,Rhonda,Frost,Rhonda Frost,"Herrera, Shepherd and Underwood",Lake Lindaburgh,Monaco,127-081-9339,,-3795,3492,FALSE,zkrueger@wolf-chavez.net,12/6/21,http://www.khan.com/,1
46,fD780ED8dbEae7B,Joanne,Montes,Joanne Montes,"Price, Sexton and Mcdaniel",Gwendolynview,Palau,897-726-7952,,467-886-9467,5721,FALSE,juan80@henson.net,7/1/20,http://ochoa.com/,1
47,300A40d3ce24bBA,Geoffrey,Guzman,Geoffrey Guzman,Short-Wiggins,Zimmermanland,Uzbekistan,975-235-8921,269,983-188-6873,,FALSE,bauercrystal@gay.com,4/23/20,https://decker-kline.com/,1
48,283DFCD0Dba40aF,Gloria,Mccall,Gloria Mccall,"Brennan, Acosta and Ramos",North Kerriton,Ghana,445-603-6729,,395-959-4736,4524,FALSE,bartlettjenna@zuniga-moss.biz,3/11/22,http://burgess-frank.com/,0
49,F4Fc91fEAEad286,Brady,Cohen,Brady Cohen,Osborne-Erickson,North Eileenville,United Arab Emirates,741-849-0139,524,-8215,894,FALSE,mccalltyrone@durham-rose.biz,3/10/22,http://hammond-barron.com/,0
50,80F33Fd2AcebF05,Latoya,Mccann,Latoya Mccann,"Hobbs, Garrett and Sanford",Port Sergiofort,Belarus,530-287-4548,29481,162-234-0249,32790,FALSE,bobhammond@barry.biz,12/2/21,https://www.burton.com/,1
51,Aa20BDe68eAb0e9,Gerald,Hawkins,Gerald Hawkins,"Phelps, Forbes and Koch",New Alberttown,Canada,-2017,96168,092-508-0269,,FALSE,uwarner@steele-arias.com,3/19/21,https://valenzuela.com/,1
52,e898eEB1B9FE22b,Samuel,Crawford,Samuel Crawford,"May, Goodwin and Martin",South Jasmine,Algeria,802-242-7457,,626-116-9535,8578,FALSE,xpittman@ritter-carney.net,3/27/21,https://guerrero.org/,1
53,faCEF517ae7D8eB,Patricia,Goodwin,Patricia Goodwin,"Christian, Winters and Ellis",Cowanfort,Swaziland,322-549-7139,70040,111-741-4173,,FALSE,vaughanchristy@lara.biz,3/8/21,http://clark.info/,1
54,c09952De6Cda8aA,Stacie,Richard,Stacie Richard,Byrd Inc,New Deborah,Madagascar,622-948-3641,24810,731-168-2893,8891,FALSE,clinton85@colon-arias.org,10/15/20,https://kim.com/,1
55,f3BEf3Be028166f,Robin,West,Robin West,"Nixon, Blackwell and Sosa",Wallstown,Ecuador,698-303-4267,,683-837-7651,525,FALSE,greenemiranda@zimmerman.com,1/13/22,https://www.mora.com/,0
56,C6F2Fc6a7948a4e,Ralph,Haas,Ralph Haas,Montes PLC,Lake Ellenchester,Palestinian Territory,223-927-1999,,962-434-0867,649,FALSE,goodmancesar@figueroa.biz,5/25/20,http://may.com/,1
57,c8FE57cBBdCDcb2,Phyllis,Maldonado,Phyllis Maldonado,Costa PLC,Lake Whitney,Saint Barthelemy,450-037-0767,,508-064-6725,17,FALSE,yhanson@warner-diaz.org,1/25/21,http://www.bernard.com/,1
58,B5acdFC982124F2,Danny,Parrish,Danny Parrish,Novak LLC,East Jaredbury,United Arab Emirates,669-384-8597,8794,506-731-5952,571,FALSE,howelldarren@house-cohen.com,3/17/21,http://www.parsons-hudson.com/,1
59,8c7DdF10798bCC3,Kathy,Hill,Kathy Hill,"Moore, Mccoy and Glass",Selenabury,South Georgia and the South Sandwich Islands,171-716-2175,310,888-625-0654,,FALSE,ncamacho@boone-simmons.org,11/15/20,http://hayden.com/,1
60,C681dDd0cc422f7,Kelli,Hardy,Kelli Hardy,Petty Ltd,Huangfort,Sao Tome and Principe,020-324-2191,2022,424-157-8216,,FALSE,kristopher62@oliver.com,12/20/20,http://www.kidd.com/,1
61,a940cE42e035F28,Lynn,Pham,Lynn Pham,"Brennan, Camacho and Tapia",East Pennyshire,Portugal,846-468-6834,611,248-691-0006,,FALSE,mpham@rios-guzman.com,8/21/20,https://www.murphy.com/,1
62,9Cf5E6AFE0aeBfd,Shelley,Harris,Shelley Harris,"Prince, Malone and Pugh",Port Jasminborough,Togo,423-098-0315,8373,-9787,15194,FALSE,zachary96@mitchell-bryant.org,12/10/20,https://www.ryan.com/,1
63,aEcbe5365BbC67D,Eddie,Jimenez,Eddie Jimenez,Caldwell Group,West Kristine,Ethiopia,-1964,6306,026-401-7353,2417,FALSE,kristiwhitney@bernard.com,3/24/22,http://cherry.com/,0
64,FCBdfCEAe20A8Dc,Chloe,Hutchinson,Chloe Hutchinson,Simon LLC,South Julia,Netherlands,981-544-9452,,-5505,60,FALSE,leah85@sutton-terrell.com,5/15/22,https://mitchell.info/,0
65,636cBF0835E10ff,Eileen,Lynch,Eileen Lynch,"Knight, Abbott and Hubbard",Helenborough,Liberia,-5239,53578,673-779-6713,680,FALSE,levigiles@vincent.com,1/2/21,http://mckay.com/,1
66,fF1b6c9E8Fbf1ff,Fernando,Lambert,Fernando Lambert,Church-Banks,Lake Nancy,Lithuania,497-829-9038,,386-374-3398,,FALSE,fisherlinda@schaefer.net,4/23/21,https://www.vang.com/,1
67,2A13F74EAa7DA6c,Makayla,Cannon,Makayla Cannon,Henderson Inc,Georgeport,New Caledonia,215-801-6392,46009,027-609-6460,,FALSE,scottcurtis@hurley.biz,1/20/20,http://www.velazquez.net/,1
68,a014Ec1b9FccC1E,Tom,Alvarado,Tom Alvarado,Donaldson-Dougherty,South Sophiaberg,Kiribati,585-606-2980,2258,730-797-3594,5614,FALSE,nicholsonnina@montgomery.info,8/18/20,http://odom-massey.com/,1
69,421a109cABDf5fa,Virginia,Dudley,Virginia Dudley,Warren Ltd,Hartbury,French Southern Territories,027-846-3705,14184,-2455,4636,FALSE,zvalencia@phelps.com,1/31/21,http://hunter-esparza.com/,1
70,CC68FD1D3Bbbf22,Riley,Good,Riley Good,Wade PLC,Erikaville,Canada,697-774-5822,,855-436-7641,,FALSE,alex06@galloway.com,2/3/20,http://conway.org/,1
71,CBCd2Ac8E3eBDF9,Alexandria,Buck,Alexandria Buck,Keller-Coffey,Nicolasfort,Iran,078-900-4760,76668,414-112-8700,68751,FALSE,lee48@manning.com,2/20/21,https://ramsey.org/,1
72,Ef859092FbEcC07,Richard,Roth,Richard Roth,Conway-Mcbride,New Jasmineshire,Morocco,581-440-6539,,985-782-7463,,FALSE,aharper@maddox-townsend.org,2/23/20,https://www.brooks.com/,1
73,F560f2d3cDFb618,Candice,Keller,Candice Keller,Huynh and Sons,East Summerstad,Zimbabwe,927-965-8550,92406,243-038-4271,53076,FALSE,buckleycory@odonnell.net,8/22/20,https://www.lucero.com/,1
74,A3F76Be153Df4a3,Anita,Benson,Anita Benson,Parrish Ltd,Skinnerport,Russian Federation,874-617-5668,69878,399-820-6418,71,FALSE,angie04@oconnell.com,2/9/20,http://oconnor.com/,1
75,D01Af0AF7cBbFeA,Regina,Stein,Regina Stein,Guzman-Brown,Raystad,Solomon Islands,469-848-0724,4407,085-360-4426,357,FALSE,zrosario@rojas-hardin.net,1/15/22,http://www.johnston.info/,0
76,d40e89dCade7b2F,Debra,Riddle,Debra Riddle,"Chang, Aguirre and Leblanc",Colinhaven,United States Virgin Islands,-6963,14336,303-961-4491,,FALSE,shieldskerry@robles.com,7/11/20,http://kaiser.info/,1
77,BF6a1f9bd1bf8DE,Brittany,Zuniga,Brittany Zuniga,Mason-Hester,West Reginald,Kyrgyz Republic,050-136-9025,,480-851-2496,157,FALSE,mchandler@cochran-huerta.org,7/24/21,http://www.boyle.com/,1
78,FfaeFFbbbf280db,Cassidy,Mcmahon,Cassidy Mcmahon,"Mcguire, Huynh and Hopkins",Lake Sherryborough,Myanmar,504-077-1311,,684-682-0021,1326,FALSE,katrinalane@fitzgerald.com,10/21/20,https://hurst.com/,1
79,CbAE1d1e9a8dCb1,Laurie,Pennington,Laurie Pennington,"Sanchez, Marsh and Hale",Port Katherineville,Dominica,007-155-3406,553,-7236,277,FALSE,cookejill@powell.com,6/8/20,http://www.hebert.com/,1
80,A7F85c1DE4dB87f,Alejandro,Blair,Alejandro Blair,"Combs, Waller and Durham",Thomasland,Iceland,690-068-4641,51468,555-509-8691,2329,FALSE,elizabethbarr@ewing.com,9/19/20,https://mercado-blevins.com/,1
81,D6CEAfb3BDbaa1A,Leslie,Jennings,Leslie Jennings,Blankenship-Arias,Coreybury,Micronesia,629-198-6346,,075-256-0829,,FALSE,corey75@wiggins.com,11/13/21,https://www.juarez.com/,1
82,Ebdb6F6F7c90b69,Kathleen,Mckay,Kathleen Mckay,"Coffey, Lamb and Johnson",Lake Janiceton,Saint Vincent and the Grenadines,733-910-9968,,691-247-4128,665,FALSE,chloelester@higgins-wilkinson.com,9/12/21,http://www.owens-mooney.com/,1
83,E8E7e8Cfe516ef0,Hunter,Moreno,Hunter Moreno,Fitzpatrick-Lawrence,East Clinton,Isle of Man,733-833-6754,,761-013-7121,,FALSE,isaac26@benton-finley.com,12/28/20,http://walls.info/,1
84,78C06E9b6B3DF20,Chad,Davidson,Chad Davidson,Garcia-Jimenez,South Joshuashire,Oman,827-570-2958,,804-842-4715,,FALSE,justinwalters@jimenez.com,11/15/21,http://www.garner-oliver.com/,1
85,03A1E62ADdeb31c,Corey,Holt,Corey Holt,"Mcdonald, Bird and Ramirez",New Glenda,Fiji,439-242-4986,7918,316-270-8934,,FALSE,maurice46@morgan.com,2/18/22,http://www.watson.com/,0
86,C6763c99d0bd16D,Emma,Cunningham,Emma Cunningham,Stephens Inc,North Jillianview,New Zealand,128-059-0206,60217,312-164-4545,2284,FALSE,walter83@juarez.org,5/13/22,http://www.reid.info/,0
87,ebe77E5Bf9476CE,Duane,Woods,Duane Woods,Montoya-Miller,Lyonsberg,Maldives,636-544-7783,7288,203-287-1003,5932,FALSE,kmercer@wagner.com,7/21/20,http://murray.org/,1
88,E4Bbcd8AD81fC5f,Alison,Vargas,Alison Vargas,"Vaughn, Watts and Leach",East Cristinabury,Benin,365-273-8144,,053-308-7653,6287,FALSE,vcantu@norton.com,11/10/20,http://mason.info/,1
89,efeb73245CDf1fF,Vernon,Kane,Vernon Kane,Carter-Strickland,Thomasfurt,Yemen,114-854-1159,555,499-608-4612,,FALSE,hilljesse@barrett.info,4/15/21,http://www.duffy-hensley.net/,1
90,37Ec4B395641c1E,Lori,Flowers,Lori Flowers,Decker-Mcknight,North Joeburgh,Namibia,679-415-1210,,945-842-3659,4581,FALSE,tyrone77@valenzuela.info,1/9/21,http://www.deleon-crosby.com/,1
91,5ef6d3eefdD43bE,Nina,Chavez,Nina Chavez,Byrd-Campbell,Cassidychester,Bhutan,053-344-3205,,-6671,571,FALSE,elliserica@frank.com,3/26/20,https://www.pugh.com/,1
92,98b3aeDcC3B9FF3,Shane,Foley,Shane Foley,Rocha-Hart,South Dannymouth,Hungary,-1692,,626-114-5844,55073,FALSE,nsteele@sparks.com,7/6/21,https://www.holt-sparks.com/,1
93,aAb6AFc7AfD0fF3,Collin,Ayers,Collin Ayers,Lamb-Peterson,South Lonnie,Anguilla,404-645-5351,12,257-582-8850,8516,FALSE,dudleyemily@gonzales.biz,6/29/21,http://www.ruiz.com/,1
94,54B5B5Fe9F1B6C5,Sherry,Young,Sherry Young,"Lee, Lucero and Johnson",Frankchester,Solomon Islands,158-687-1764,,438-375-6207,3,FALSE,alan79@gates-mclaughlin.com,4/4/21,https://travis.net/,1
95,BE91A0bdcA49Bbc,Darrell,Douglas,Darrell Douglas,"Newton, Petersen and Mathis",Daisyborough,Mali,084-845-9524,1777,769-564-6303,,FALSE,grayjean@lowery-good.com,2/17/22,https://banks.biz/,0
96,cb8E23e48d22Eae,Karl,Greer,Karl Greer,Carey LLC,East Richard,Guyana,188-169-1674,58692,841-293-3519,614,FALSE,hhart@jensen.com,1/30/22,http://hayes-perez.com/,0
97,CeD220bdAaCfaDf,Lynn,Atkinson,Lynn Atkinson,"Ware, Burns and Oneal",New Bradview,Sri Lanka,-3769,,605-413-3198,,FALSE,vkemp@ferrell.com,7/10/21,https://novak-allison.com/,1
98,28CDbC0dFe4b1Db,Fred,Guerra,Fred Guerra,Schmitt-Jones,Ortegaland,Solomon Islands,-9238,7170,-8804,92121,FALSE,swagner@kane.org,9/18/21,https://www.ross.com/,1
99,c23d1D9EE8DEB0A,Yvonne,Farmer,Yvonne Farmer,Fitzgerald-Harrell,Lake Elijahview,Aruba,530-311-9786,,869-452-0943,12424,FALSE,mccarthystephen@horn-green.biz,8/11/21,http://watkins.info/,1
100,2354a0E336A91A1,Clarence,Haynes,Clarence Haynes,"Le, Nash and Cross",Judymouth,Honduras,753-813-6941,,783-639-1472,,FALSE,colleen91@faulkner.biz,3/11/20,http://www.hatfield-saunders.net/,1
101,3b147c2a000b929,Charles,Legentil,Charles Legentil,Farrell-Bryan,Saint-Laurent,Canada,061-967-9081,,-3470,,FALSE,legentilcharles@email.com,6/30/21,https://zamora-ross.org/,1
102,b9c3fe040000e5e,Donald,Maille,Donald Maille,Blankenship Group,Montreal,Canada,297-402-3698,6550,385-207-6147,,FALSE,mailledonald@email.com,6/28/21,https://www.pacheco-hodges.org/,1
103,da7e95790006296,J Clark,Bruns,J Clark Bruns,Mckenzie-Simon,Cambridge,Canada,504-650-1379,,471-229-8657,,FALSE,brunsj clark@email.com,5/31/21,https://www.barry.com/,1
104,a7d33db3000f539,Wilhelm,Shipley,Wilhelm Shipley,Cordova Group,Elmira,Canada,725-960-3587,,611-044-7130,,FALSE,shipleywilhelm@email.com,11/17/21,https://www.jenkins-krueger.info/,1
105,3f7100fe1000000,Wally,Beaudoin,Wally Beaudoin,Conrad-Hanson,Saint-Laurent,Canada,815-244-2002,72047,621-270-9355,,FALSE,beaudoinwally@email.com,2/17/21,https://www.donaldson-vega.com/,1
106,25ad17a300002d1,Robert,Faccone,Robert Faccone,Gentry-Waters,Dorval,Canada,894-188-0945,557,819-808-7937,,FALSE,facconerobert@email.com,6/30/21,https://jimenez.net/,1
107,aeb889a9000e28b,Ramon,Drolet,Ramon Drolet,Harrell PLC,Saint-Francois-de-la-Rivere-du-Sud,Canada,073-458-6092,9422,943-404-0481,,FALSE,droletramon@email.com,1/27/21,https://frazier-stephenson.org/,1
108,6034f01f00075bb,Michael,Alonso,Michael Alonso,"Hogan, Rice and Roy",28036 MADRID,Spain,380-617-7801,3749,114-259-4382,840,FALSE,alonsomichael@email.com,3/13/21,https://www.cooke.com/,1
109,f913a97c000f32c,Allen,Gravel,Allen Gravel,Navarro-Payne,Montreal,Canada,662-590-1788,872,143-161-4985,7802,FALSE,gravelallen@email.com,5/14/21,https://www.matthews-ware.com/,1
110,b75311cf0004cf0,Brent,McAllister,Brent McAllister,Rice LLC,Niagara Falls,Canada,841-483-3064,,274-619-0114,,FALSE,mcallisterbrent@email.com,3/2/21,https://monroe.info/,1
111,2258659300053ba,Leigh,Remecki,Leigh Remecki,"Galloway, Owen and Ibarra",Mirabel,Canada,981-851-6829,,443-349-2802,1242,FALSE,remeckileigh@email.com,5/31/21,https://castillo.com/,1
112,2f27cdb40003088,Dave,Wadsworth,Dave Wadsworth,Fisher PLC,Toronto,Canada,744-078-1419,1464,463-492-5230,,FALSE,wadsworthdave@email.com,10/22/21,https://coffey.net/,1
113,96e3a5c3000deac,Phillipe,Homburg,Phillipe Homburg,Pugh-Odom,4002 GB TIEL,Netherlands,803-568-5156,37413,534-578-6289,,FALSE,homburgphillipe@email.com,5/16/21,https://lawrence.biz/,1
114,66b92f4e000e44b,Reinaldo,Meyers,Reinaldo Meyers,"Parsons, Kerr and Robbins",Dhahran,Saudi Arabia,020-378-7777,162,551-426-3999,95752,FALSE,meyersreinaldo@email.com,9/19/21,https://www.austin.com/,1
115,5e8dbfd3000545f,Elizabeth,Townsend,Elizabeth Townsend,Horne and Sons,Surrey,Canada,110-119-5793,,564-069-5663,26208,FALSE,townsendelizabeth@email.com,5/31/21,https://knapp-mcpherson.com/,1
116,b6411bad0006f31,Maureen,Fleming,Maureen Fleming,"Rogers, Boyle and Farmer",Calgary,Canada,815-925-7175,4081,616-615-9255,,FALSE,flemingmaureen@email.com,7/29/21,https://stephens.net/,1
117,838594730009cfa,Peter,Roberge,Peter Roberge,Rollins Ltd,Pointe-Claire,Canada,659-811-0503,688,830-120-2630,,FALSE,robergepeter@email.com,6/30/21,https://www.soto-rocha.com/,1
118,7f839962000e74e,Srikanth,Cowan,Srikanth Cowan,Holmes-Walls,Toronto,Canada,575-959-4454,2883,913-040-5595,86422,FALSE,cowansrikanth@email.com,12/18/21,https://www.dean.biz/,1
119,83b4de04000f6ce,Brian,Bergkamp,Brian Bergkamp,Perry and Sons,5685 BC BEST,Netherlands,241-537-5263,1064,-4117,663,FALSE,bergkampbrian@email.com,7/24/21,https://murray.com/,1
120,83a50863000adc2,Richard,Dorion,Richard Dorion,Wilkinson Inc,Montreal,Canada,-11069,649,-3308,196,FALSE,dorionrichard@email.com,3/1/21,https://barr.org/,1
121,8243645900078be,Ron,Zimmermann,Ron Zimmermann,"Bautista, Blevins and Joyce",Chateauguay,Canada,134-470-3456,44117,-8151,5746,FALSE,zimmermannron@email.com,8/26/21,https://bean.net/,1
122,889160480000830,Luc,L'Abbe,Luc L'Abbe,"Fleming, Zamora and Graham",Laval,Canada,333-046-0351,615,-1988,2179,FALSE,labbeluc@email.com,10/1/21,https://www.owen.org/,1
123,7936e6530006cdf,Bruce,Broker,Bruce Broker,Cardenas-Carney,5627 HC Eindhoven,Netherlands,437-970-3543,58,-8347,192,FALSE,brokerbruce@email.com,3/14/21,https://blackwell-stout.net/,1
